,K_sa,K_sb,k_ba,k_ab,K_ba,K_ab,k_sa,k_sb,Ancho,Alto Off,Alto On,S_on,S_off
0.009532792021132913,0.011912831731728187,0.2766808906494339,76.66707928708085,1.105010689599682,0.036770641926701396,0.02436396751765612,89.07702968959104,10.680530259869887,0.014014014014013948,0.6072663357166874,0.6090722001976889,0.15415415415415415,0.1401401401401402
0.004749318200176766,0.013589395393536392,0.32002220994553937,4.790275734989329,10.390056394528079,0.4738115323753164,0.012096042905320613,4.579611604699605,4.038942596519619,0.02302302302302306,0.21971142136035193,0.15253167634688958,0.6246246246246246,0.6016016016016016
0.023290547431698227,0.04606134021668543,0.1172851261568246,4.960736386266565,0.688585166746283,0.4477537328309957,0.02950118442828434,3.6254662212445985,1.0635006172076278,0.05305305305305308,0.4017175111690386,0.37505568692721264,0.42342342342342343,0.37037037037037035
0.0023048807163455476,0.20524128707100617,0.04067809847421124,32.30604859143031,2.174584927284228,0.07664814524726911,0.022964103097318833,0.10183974180355236,4.377340392500194,0.009009009009008973,0.20902245940645975,0.23583678517870738,0.4794794794794795,0.4704704704704705
0.002991858316010551,0.5686675589197786,0.01443671846203857,44.84121458370053,2.2961345507119573,0.5599734338464897,0.04908511601319764,28.14670907319052,28.17893886199579,0.007007007007006981,0.35553701602972465,0.3587136233830288,0.06006006006006006,0.05305305305305308
0.004854206414692225,0.01517574161596044,0.05914561635794886,1.4833181072416004,0.22269483966333314,0.043905243617870314,0.026985667043141908,7.681062026705836,6.919756784642281,0.006006006006006016,0.6027446408119277,0.7400101037803187,0.031031031031031032,0.025025025025025016
0.007889992638869858,0.01245183865241635,0.11094929036419927,0.571105733096977,1.8873993082937315,0.051152549269888936,0.23824813812576978,5.7918732948041995,1.1348282984063427,0.010010010010009965,0.7182033035681893,0.6362998353256224,0.07707707707707707,0.06706706706706711
0.010293374798510842,0.0331994770974964,0.26079377901177747,1.4436615992955246,0.6682807247766261,0.010423427793634546,0.7710450497534873,18.13578564773159,3.821216914159502,0.011011011011011047,0.8018921825232671,0.8302270586723028,0.05205205205205205,0.041041041041041004
0.020800931069813733,0.05710758418808956,0.03832397981785757,0.2225424798731986,73.56183668887361,0.01978373763124433,0.8944952289561483,1.042538613538143,0.409236379620653,0.027027027027027056,0.6456039016136708,0.6524224206635387,0.18618618618618618,0.15915915915915912
0.014693676543300727,0.7800791973278071,0.04732514090142382,1.0432509388418825,0.7137563477529565,0.012070939207459018,0.025956661133298205,1.6449903680121485,4.782169643781173,0.02202202202202197,0.5372243465821727,0.5882928817050581,0.15815815815815815,0.13613613613613618
0.08691403553057148,0.021460844777874282,0.14442650397156218,0.05052515760028096,1.3921388953072045,0.016661968055422787,0.05794887188998661,0.2092056139044255,2.381336833537316,0.09609609609609607,0.858482185854239,0.6054448195997637,0.2182182182182182,0.12212212212212215
