,K_sa,K_sb,k_ba,k_ab,K_ba,K_ab,k_sa,k_sb,Ancho,Alto Off,Alto On,S_on,S_off
0.0149438189106,0.05696790962,0.252096847327,0.324534272648,0.917990976499,0.05696790962,0.05696790962,1.56212866304,1.18801770267,0.023023023023,0.67346183871,0.449319694159,0.185185185185,0.162162162162
0.0626982964355,0.0220547742828,0.0490087319463,0.0486413068666,0.878622309368,0.0220547742828,0.0220547742828,0.198122132593,6.84877407726,0.0680680680681,0.70498996876,0.57034973774,0.118118118118,0.0500500500501
0.00391885291573,0.0207118435233,0.451828720212,0.0428980462134,1.21491114439,0.0207118435233,0.0207118435233,5.37032973674,87.1153373818,0.003003003003,0.86912743024,0.436322585668,0.00700700700701,0.004004004004
0.0462691864999,0.0592485364515,0.564339220234,0.351038907164,0.0505341039258,0.0592485364515,0.0592485364515,0.931293635571,0.20867625054,0.0610610610611,0.476789725538,0.590470117575,0.241241241241,0.18018018018
0.0502168685264,0.0356696498463,0.854974158557,0.127232392016,15.741808788,0.0356696498463,0.0356696498463,0.578541208208,59.6621229029,0.0610610610611,0.809060497036,0.586172994752,0.192192192192,0.131131131131
0.00721418674983,0.0165994453331,0.066756684003,0.0275541585367,0.0574148777622,0.0165994453331,0.0165994453331,2.45395045007,4.14311405062,0.00700700700701,0.846861796588,0.763494713655,0.01001001001,0.003003003003
0.00412296181848,0.0780790055322,0.806820085989,0.60963311049,4.09315185333,0.0780790055322,0.0780790055322,2.97133253799,9.2072920302,0.00800800800801,0.486133076061,0.376585402805,0.174174174174,0.166166166166
0.0331665756558,0.0459298489359,0.331430572315,0.210955102327,0.184178896128,0.0459298489359,0.0459298489359,1.29003568857,1.42664248869,0.04004004004,0.655658481004,0.690312232445,0.111111111111,0.0710710710711
0.00453596890424,0.0706945109333,0.251059964286,0.49977138761,1.52996170823,0.0706945109333,0.0706945109333,10.2465445957,15.7785215478,0.00600600600601,0.70296660146,0.525290757392,0.039039039039,0.033033033033
0.0153058592975,0.128778562286,0.181351238912,1.65839181046,1.56671959598,0.128778562286,0.128778562286,0.954836786939,1.39484623141,0.035035035035,0.375428595257,0.391377041925,0.745745745746,0.710710710711
