,K_sa,K_sb,k_ba,k_ab,K_ba,K_ab,k_sa,k_sb,Ancho,Alto Off,Alto On,S_on,S_off
0.008774925215973506,0.02385884608203028,0.018493621911776184,39.76149232900497,0.2692722170740681,0.1119312719074538,0.18668123615322454,62.56183497941317,0.061190196923913344,0.018018018018018,0.42074904956674014,0.38154636341621484,0.44144144144144143,0.42342342342342343
0.004987883822650557,0.4935187232425764,0.01984728690178372,1.052579851449525,0.575276198322298,0.014237482872247902,0.03775911334707977,3.125691156703472,10.474284975822897,0.0070070070070070226,0.5093719234986663,0.6774372900804249,0.05205205205205205,0.04504504504504503
0.002735984653408574,0.09645229701450947,0.30607082771760863,36.468579175298274,5.726578705205399,0.05296710778122594,0.5179618127879616,45.057227465635584,0.011158702765223417,0.007007007007007071,0.3329376265509296,0.3267690341420873,0.6826826826826827,0.6756756756756757
0.01266091644096784,0.062225384537772606,0.023704357381991344,0.13182029573361279,0.36703175143586053,0.07408423527407393,0.018218279111649752,1.071533444280727,7.935515055554518,0.016016016016016002,0.660060151729647,0.7672284861341887,0.04004004004004004,0.024024024024024038
0.047417195159294434,0.03319490882762736,0.46871488795572125,0.30187641545986493,99.58012830134342,0.01662555861051044,0.8353053935052266,0.8014428298630578,47.113126126770645,0.0570570570570571,0.6467175558916199,0.7598739437180756,0.2902902902902903,0.2332332332332332
0.02424321420532735,0.5769699449181092,0.013435220806262364,3.777169844678192,0.15175298884329458,0.1277823862197625,0.0252304775702298,30.170892311362913,0.6175653208692446,0.04104104104104106,0.5591325326654346,0.48250486545675053,0.13613613613613612,0.09509509509509506
0.032157373016624136,0.05553150700642175,0.06964068528392525,0.5452629565533403,29.069491071894788,0.01372573876459347,0.394702679160069,1.8268356511165371,0.042425474115568095,0.04004004004004008,0.72230045493185,0.712943696862169,0.2782782782782783,0.2382382382382382
0.10924660441485415,0.016425659871879914,0.026961604775187813,10.612902940385593,18.015304415164852,0.013627202545581014,0.03391961332036834,8.137113034280311,59.83830391368732,0.12212212212212209,0.7709765082047084,0.898051657150135,0.2872872872872873,0.16516516516516522
0.0029687385400046992,0.23881056360137706,0.8319978817439098,89.61312585812755,0.01677363536513402,0.023994423780287714,0.012743555298024463,0.13720626973174121,0.04722372325625023,0.08108108108108103,0.0012781365213214366,0.0016260340868024595,0.9119119119119119,0.8308308308308309
0.004746727764283198,0.026621507915643487,0.104978272472093,0.037596167920513575,99.0966263925558,0.49202406851773056,0.04902001170541121,0.036249706731701255,32.038000295828766,0.041041041041041004,0.009015153260730102,0.009576024794889754,0.30930930930930933,0.26826826826826833
0.03132606987601,0.07308580335995182,0.6798778391864356,0.5932378554512852,50.73803183767161,0.1403784787689633,0.04131080215355618,0.37741356941558063,90.50094634125203,0.05805805805805797,0.45661871480922667,0.4833778025662955,0.6946946946946947,0.6366366366366367
0.0070080756736645156,0.017004725258744902,0.07256107920455487,0.5443479457533483,0.33669214053237934,0.7523925827758904,0.04312715673626526,0.42082951456518836,0.7243751994437945,0.020020020020020013,0.2125196851819266,0.2744433481016308,0.26726726726726724,0.24724724724724723
0.059816938119551216,0.02914481979558175,0.01247900015370718,74.41659189326263,0.22213162678379894,0.5731050407454219,0.027427457469010815,1.4335109682752463,0.261553450400855,0.1391391391391391,0.3588721829437586,0.25366564959603877,0.6856856856856857,0.5465465465465466
0.0025790939886999164,0.034893744145097515,0.010845100983487295,35.60053538371477,0.3837474595951571,0.10174032321619335,0.013179833202807831,0.02529846075717175,11.68326893354774,0.005005005005005014,0.4034846345151881,0.443498924239373,0.03003003003003003,0.025025025025025016
0.0214042995462898,0.286037682904699,0.025236548932008798,2.0664874427955446,1.7935514847412142,0.40282851514216417,0.06250926703177258,0.032624481652954625,1.4622374216956362,0.06506506506506504,0.29370733545214806,0.29949199826138195,0.924924924924925,0.8598598598598599
0.004778750017637279,0.14047490551008748,0.2999999171250367,0.0359379969651202,47.30612835132663,0.07855511726722239,0.010134825350910428,0.07018170991566536,0.01897291898166866,0.027027027027026973,0.01688239463561747,0.018940094896577886,0.5835835835835835,0.5565565565565566
0.00750945702013453,0.812639764190094,0.014562229431034617,0.03101710523035314,1.6748237248425728,0.031292107256566344,0.0677517336721666,0.8858745266597807,48.05664426434667,0.009009009009008973,0.5914230414882049,0.6144145309890414,0.02702702702702703,0.018018018018018056
0.0187949485713767,0.04704144972090284,0.020227625833283625,20.557754608792692,34.544052703626406,0.04118452591531537,0.6876459925818724,49.38390287600455,2.7270983312162613,0.028028028028028007,0.6121076277272528,0.5920503317263989,0.3233233233233233,0.2952952952952953
0.0037315387084932428,0.07430105146991788,0.13682047041584877,17.021002953919886,17.048737105906362,0.022696897698177388,0.057143451416870855,4.919071493937145,46.88860433720522,0.008008008008007994,0.4020473870337754,0.409540443491906,0.47147147147147145,0.46346346346346345
0.019542996012229922,0.04490181406135453,0.16460062119393926,0.4044615708399135,0.15662130761555237,0.016959716130575002,0.022365188609482806,8.75582599102135,1.56932768345344,0.021021021021020984,0.874465966691393,0.7246340341400742,0.044044044044044044,0.02302302302302306
